id,category,question,correct_answer,explanation,options_json,image_paths_json,archive_url
474,Safe and Responsible Driving,What should a driver do when they see a slow moving vehicle up ahead being driven by a learner driver?,Maintain a distance behind to avoid undue pressure.,Show patience and courtesy when driving behind a learner driver. Learner drivers are not as experienced as other road users and may drive erratically when put under pressure.,"[{""index"": 0, ""text"": ""Overtake the vehicle as quickly as possible."", ""is_correct"": false}, {""index"": 1, ""text"": ""Maintain a distance behind to avoid undue pressure."", ""is_correct"": true}, {""index"": 2, ""text"": ""Drive close behind the vehicle to encourage the driver to pull in."", ""is_correct"": false}, {""index"": 3, ""text"": ""Drive close behind the vehicle to show your intention to overtake."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225202235id_/http://www.theory-tester.com:80/questions/474
475,Safe and Responsible Driving,How is a learner driver likely to react in unusual traffic situations?,Slower than an experienced driver.,You should be patient when driving behind a learner driver. Learners may not anticipate and react to unusual traffic situations as well as an experienced driver might.,"[{""index"": 0, ""text"": ""Slower than an experienced driver."", ""is_correct"": true}, {""index"": 1, ""text"": ""Quicker than an experienced driver."", ""is_correct"": false}, {""index"": 2, ""text"": ""In the same way as an experienced driver."", ""is_correct"": false}, {""index"": 3, ""text"": ""Better than an experienced driver."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225201624id_/http://www.theory-tester.com:80/questions/475
476,Safe and Responsible Driving,"When negotiating junctions, which road users are particularly vulnerable?",Motorcyclists.,Drivers should be aware that no vehicle has an automatic right of way at a junction. Drivers must pay particular attention to vulnerable road users such as motorcyclists whose presence on the road may be less visible than other vehicle types due to their smaller size or obstructions.,"[{""index"": 0, ""text"": ""Tractor Drivers."", ""is_correct"": false}, {""index"": 1, ""text"": ""Minibus drivers."", ""is_correct"": false}, {""index"": 2, ""text"": ""Van drivers."", ""is_correct"": false}, {""index"": 3, ""text"": ""Motorcyclists."", ""is_correct"": true}]",[],https://web.archive.org/web/20200225202240id_/http://www.theory-tester.com:80/questions/476
477,Safe and Responsible Driving,"When stopped at traffic lights, a driver should take particular care for which road users coming up on their left?",Cyclists.,Before moving off at traffic lights and particularly when turning left you should be aware of cyclists and motorcyclists coming up on the left in general ? in particular where there is an advanced stop line for cyclists ahead of that for other road users.,"[{""index"": 0, ""text"": ""Vans."", ""is_correct"": false}, {""index"": 1, ""text"": ""Cyclists."", ""is_correct"": true}, {""index"": 2, ""text"": ""Tractors."", ""is_correct"": false}, {""index"": 3, ""text"": ""Cars."", ""is_correct"": false}]",[],https://web.archive.org/web/20200130215849id_/http://www.theory-tester.com:80/questions/477
478,Vulnerable Road Users,"At traffic lights, a driver should take particular care for which road users coming up on the left?",Motorcyclists.,Before moving off at traffic lights you should be aware of cyclists and motorcyclists coming up on the left — in particular where there is an advanced stop line for cyclists ahead of that for other road users.,"[{""index"": 0, ""text"": ""Buses or vans."", ""is_correct"": false}, {""index"": 1, ""text"": ""Motorcyclists."", ""is_correct"": true}, {""index"": 2, ""text"": ""Cars."", ""is_correct"": false}, {""index"": 3, ""text"": ""Tractors."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225201118id_/http://theory-tester.com:80/questions/478
479,Safe and Responsible Driving,"In slow-moving city traffic, a driver should occasionally check their blind spots for which road users in particular?",Cyclists.,"Drivers should be aware of and check blind spots before moving off and changing direction where appropriate. Cyclists can easily become hidden in a blind spot, and in slow-moving traffic, they might be moving faster than you are.","[{""index"": 0, ""text"": ""Cyclists."", ""is_correct"": true}, {""index"": 1, ""text"": ""Taxis."", ""is_correct"": false}, {""index"": 2, ""text"": ""Vans."", ""is_correct"": false}, {""index"": 3, ""text"": ""Cars."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225202245id_/http://www.theory-tester.com:80/questions/479
480,Safe and Responsible Driving,At traffic lights a driver should take particular care for which road users coming up on the left side (nearside)?,Motorcyclists.,Before moving off at traffic lights you should be aware of motorcyclists unexpectedly coming up on the left hand side(nearside).,"[{""index"": 0, ""text"": ""Vans."", ""is_correct"": false}, {""index"": 1, ""text"": ""Trucks."", ""is_correct"": false}, {""index"": 2, ""text"": ""Cars."", ""is_correct"": false}, {""index"": 3, ""text"": ""Motorcyclists."", ""is_correct"": true}]",[],https://web.archive.org/web/20200225203458id_/http://theory-tester.com:80/questions/480
481,Safe and Responsible Driving,"What should a driver do if, while driving, they see children on the road ahead?",Reduce speed and be prepared to stop if necessary.,"Children can be unpredictable. When driving at a higher speed and children are present, drivers must expect the unexpected, slow down and be prepared to stop if necessary.","[{""index"": 0, ""text"": ""Maintain your speed but be prepared to stop if necessary."", ""is_correct"": false}, {""index"": 1, ""text"": ""Sound the horn and maintain speed."", ""is_correct"": false}, {""index"": 2, ""text"": ""Turn on the headlights to warn the children of your presence."", ""is_correct"": false}, {""index"": 3, ""text"": ""Reduce speed and be prepared to stop if necessary."", ""is_correct"": true}]",[],https://web.archive.org/web/20200130214226id_/http://theory-tester.com:80/questions/481
482,Managing Risk,"In normal driving conditions on a motorway, which lane should the driver occupy?",Drive in the nearside (left-hand) lane unless intending to overtake.,The normal keep left rules apply when you are driving on a motorway – a driver should stay in the nearside (left-hand) lane unless they are overtaking.,"[{""index"": 0, ""text"": ""Drive in the offside (right-hand) lane as the nearside (left-hand) lane is for HGVs and buses only."", ""is_correct"": false}, {""index"": 1, ""text"": ""Constantly manoeuvre between whichever lane has the least volume of traffic."", ""is_correct"": false}, {""index"": 2, ""text"": ""Drive in the offside (right-hand) lane unless intending to take a left exit."", ""is_correct"": false}, {""index"": 3, ""text"": ""Drive in the nearside (left-hand) lane unless intending to overtake."", ""is_correct"": true}]",[],https://web.archive.org/web/20250815102730id_/http://theory-tester.com/questions/482
483,Safe and Responsible Driving,"When driving on a road that has a potholed surface and there is a cyclist ahead, what should a driver do?",Allow extra clearance in case the cyclist swerves to avoid a pothole.,"You should always be aware of how vulnerable cyclists are. When you are driving on a road with potholes or bad surfaces, give plenty of clearance to the cyclists when overtaking them. Take into account that they may swerve suddenly to avoid potholes.","[{""index"": 0, ""text"": ""Expect the cyclist to keep to the left and maintain speed."", ""is_correct"": false}, {""index"": 1, ""text"": ""Maintain course and sound the horn to alert the cyclist of their approach."", ""is_correct"": false}, {""index"": 2, ""text"": ""Change to a lower gear and overtake quickly."", ""is_correct"": false}, {""index"": 3, ""text"": ""Allow extra clearance in case the cyclist swerves to avoid a pothole."", ""is_correct"": true}]",[],https://web.archive.org/web/20200225203253id_/http://www.theory-tester.com:80/questions/483
484,Safe and Responsible Driving,What should a driver be aware of when making a left turn into a side road?,Cyclists may come up on the left (nearside).,"When turning left, drivers should be aware that cyclists and pedestrians may come up on the left (nearside) . Always check to your left (nearside) before you make a left turn.","[{""index"": 0, ""text"": ""Following traffic must have room to overtake."", ""is_correct"": false}, {""index"": 1, ""text"": ""Cyclists may come up on the left (nearside)."", ""is_correct"": true}, {""index"": 2, ""text"": ""To approach as close to the kerb as possible."", ""is_correct"": false}, {""index"": 3, ""text"": ""Cyclists might come up on the right (offside)."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225201253id_/http://www.theory-tester.com:80/questions/484
